datetime,open,high,low,close,volume
2019-01-02 00:00:00,1.14624,1.14638,1.14591,1.14603,856
2019-01-02 01:00:00,1.14616,1.14672,1.14552,1.14605,1821
2019-01-02 02:00:00,1.14605,1.1461999999999999,1.14538,1.14555,1509
2019-01-02 03:00:00,1.14555,1.14556,1.14452,1.14516,2328
2019-01-02 04:00:00,1.14516,1.14528,1.14421,1.14451,2482
2019-01-02 05:00:00,1.14451,1.14482,1.1444,1.14452,1029
2019-01-02 06:00:00,1.1445400000000001,1.14469,1.1442700000000001,1.1445400000000001,702
2019-01-02 07:00:00,1.14452,1.14788,1.14452,1.14787,1552
2019-01-02 08:00:00,1.14779,1.14967,1.1476899999999999,1.14853,2062
2019-01-02 09:00:00,1.14848,1.14928,1.14734,1.14761,4049
2019-01-02 10:00:00,1.1476,1.14776,1.14282,1.14477,7309
2019-01-02 11:00:00,1.14477,1.14494,1.14218,1.14336,5443
2019-01-02 12:00:00,1.14336,1.14414,1.14316,1.1436600000000001,4143
2019-01-02 13:00:00,1.14367,1.14386,1.14242,1.14334,3765
2019-01-02 14:00:00,1.14334,1.14336,1.13973,1.14047,4296
2019-01-02 15:00:00,1.14043,1.14053,1.1367,1.13713,6808
2019-01-02 16:00:00,1.13712,1.1374900000000001,1.13575,1.13602,6994
2019-01-02 17:00:00,1.13606,1.13692,1.13415,1.13532,7903
2019-01-02 18:00:00,1.13534,1.13619,1.13484,1.1356,4713
2019-01-02 19:00:00,1.1356,1.13569,1.13309,1.13348,4777
2019-01-02 20:00:00,1.13347,1.13358,1.1326,1.13275,3316
2019-01-02 21:00:00,1.13275,1.13438,1.13247,1.13432,2839
2019-01-02 22:00:00,1.13431,1.13472,1.13401,1.13453,3144
2019-01-02 23:00:00,1.13451,1.13475,1.13396,1.13437,1339
2019-01-03 00:00:00,1.13436,1.13538,1.13098,1.13364,3380
2019-01-03 01:00:00,1.13364,1.13507,1.1308799999999999,1.13119,4416
2019-01-03 02:00:00,1.1312,1.13463,1.13094,1.13392,3673
2019-01-03 03:00:00,1.13392,1.13523,1.13392,1.1348,3220
2019-01-03 04:00:00,1.1348,1.13611,1.13456,1.13577,2743
2019-01-03 05:00:00,1.13577,1.13712,1.13563,1.13644,2087
2019-01-03 06:00:00,1.13643,1.13676,1.1360000000000001,1.13668,1284
2019-01-03 07:00:00,1.13668,1.13694,1.1356600000000001,1.13605,2457
2019-01-03 08:00:00,1.13605,1.13762,1.13544,1.13718,2728
2019-01-03 09:00:00,1.13718,1.13765,1.13612,1.13693,5263
2019-01-03 10:00:00,1.13693,1.13834,1.13534,1.13797,7397
2019-01-03 11:00:00,1.13796,1.13837,1.13725,1.13754,4840
2019-01-03 12:00:00,1.13754,1.13791,1.13631,1.13678,4630
2019-01-03 13:00:00,1.13679,1.13713,1.134,1.1341,4732
2019-01-03 14:00:00,1.1341,1.1355,1.1339,1.1343,3422
2019-01-03 15:00:00,1.13429,1.13665,1.1337,1.1365,6159
2019-01-03 16:00:00,1.1365,1.13719,1.1360999999999999,1.1364,5947
2019-01-03 17:00:00,1.13647,1.14087,1.13647,1.13923,14237
2019-01-03 18:00:00,1.13923,1.14107,1.13864,1.13979,10060
2019-01-03 19:00:00,1.13979,1.14053,1.13928,1.13984,5649
2019-01-03 20:00:00,1.13984,1.14063,1.13959,1.14002,4224
2019-01-03 21:00:00,1.14002,1.14035,1.13822,1.1391,3769
2019-01-03 22:00:00,1.1391,1.1401,1.13892,1.13978,4363
2019-01-03 23:00:00,1.13978,1.13992,1.13926,1.13929,1356
2019-01-04 00:00:00,1.13923,1.13982,1.13847,1.13927,1623
2019-01-04 01:00:00,1.13927,1.1396,1.13891,1.13896,2048
2019-01-04 02:00:00,1.13896,1.1405,1.13889,1.14049,2435
2019-01-04 03:00:00,1.14049,1.14113,1.14024,1.14036,1873
2019-01-04 04:00:00,1.14036,1.14073,1.1397,1.13972,1283
2019-01-04 05:00:00,1.13972,1.13982,1.13876,1.13975,1696
2019-01-04 06:00:00,1.13977,1.13982,1.13898,1.13937,1324
2019-01-04 07:00:00,1.13937,1.13978,1.13889,1.13897,1162
2019-01-04 08:00:00,1.13897,1.13937,1.13828,1.13928,1513
2019-01-04 09:00:00,1.13928,1.14095,1.13916,1.14074,3639
2019-01-04 10:00:00,1.14074,1.14164,1.14018,1.14075,3725
2019-01-04 11:00:00,1.14076,1.14187,1.1402,1.1402700000000001,3848
2019-01-04 12:00:00,1.14024,1.14081,1.13943,1.14036,3914
2019-01-04 13:00:00,1.14038,1.14152,1.14026,1.14111,2739
2019-01-04 14:00:00,1.14111,1.14136,1.14041,1.14053,2878
2019-01-04 15:00:00,1.14053,1.14074,1.1363,1.1371,8689
2019-01-04 16:00:00,1.1371,1.13724,1.13456,1.13501,7598
2019-01-04 17:00:00,1.1355,1.14103,1.13453,1.14101,11656
2019-01-04 18:00:00,1.14104,1.14174,1.13991,1.14083,7580
2019-01-04 19:00:00,1.14083,1.14113,1.13929,1.1405,4815
2019-01-04 20:00:00,1.1405,1.14103,1.14021,1.14035,3294
2019-01-04 21:00:00,1.14035,1.14035,1.13936,1.13998,4597
2019-01-04 22:00:00,1.13997,1.14038,1.13954,1.14023,2526
